,STID,Station Name,State,TimeZone,DayTimeSaving,Latitude,Longitude,Elevation
694,KGBG,Galesburg Municipal Airport,IL,C,y,40.94,-90.43,764.436
695,KGBN,Gila Bend (aaf),AZ,M,n,32.89,-112.72,853.018
696,KGCC,Gillette,WY,M,y,44.36,-105.53,4035.43
697,KGCD,Grant County Regional Airport/Ogilvie Field,OR,P,y,44.4029,-118.968,3703.0
698,KGCK,Garden City Regional Airport,KS,C,y,37.94,-100.72,2881.89
699,KGCM,Claremore Regional Airport,OK,C,y,36.29,-95.48,725.066
700,KGCN,Grand Canyon Park,AZ,M,n,35.96,-112.15,6774.93
701,KGDB,Granite Falls Municipal Airport,MN,C,y,44.7533,-95.556,1047.0
702,KGDJ,Granbury Municipal Airport,TX,C,y,32.444,-97.817,777.559
703,KGDP,"Pine Springs, Guadalupe Mountains National Park",TX,C,y,31.83,-104.8,5456.04
704,KGDV,Glendive(awos),MT,M,y,47.14,-104.8,2457.35
705,KGED,"Georgetown, Sussex County Airport",DE,E,y,38.7,-75.36,52.493
706,KGEG,Spokane Intl Arpt,WA,P,y,47.62,-117.53,1952.1
707,KGEU,Glendale,AZ,M,n,33.53,-112.3,1066.27
708,KGEV,"Jefferson, Ashe County Airport",NC,E,y,36.43,-81.42,3179.13
709,KGEY,Greybull/S Big Horn Airport,WY,M,y,44.52,-108.08,3933.73
710,KGEZ,Shelbyville Municipal Airport,IN,E,y,39.596,-85.8,803.806
711,KGFA,Malmstrom Air Morce Base,MT,M,y,47.517,-111.183,3464.9
712,KGFK,Grand Forks International Airport,ND,C,y,47.96,-97.18,838.911
713,KGFL,"Glens Falls, Warren County Airport",NY,E,y,43.36,-73.62,320.866
714,KGGE,Georgetown County Airport,SC,E,y,33.3114,-79.3203,40.0
715,KGGG,East Texas Regional Airport,TX,C,y,32.38,-94.71,406.824
716,KGGI,Grinnell Regional Airport,IA,C,y,41.7092,-92.7349,1008.0
717,KGGP,Logansport/Cass County Airport,IN,E,y,40.7113,-86.3727,738.0
718,KGGW,Glasgow Intl Arpt,MT,M,y,48.21,-106.63,2293.96
719,KGHW,Glenwood Automatic Surface Observing System,MN,C,y,45.65,-95.32,1394.36
720,KGIC,"Grangeville, Idaho County Airport, ID",ID,P,y,45.9426,-116.123,3314.0
721,KGIF,Gilbert Field,FL,E,y,28.05,-81.75,144.357
722,KGJT,Grand Junction,CO,M,y,39.12,-108.53,4839.9
723,KGKJ,Port Meadville Airport,PA,E,y,41.62,-80.21,1400.92
724,KGKY,Arlington Municipal Airport,TX,C,y,32.664,-97.096,629.921
725,KGLD,"Goodland, Renner Field",KS,M,y,39.38,-101.7,3645.01
726,KGLE,Gainesville Municipal Airport,TX,C,y,33.652,-97.2,839.895
727,KGLH,Greenville Municipal Airport,MS,C,y,33.48,-90.98,138.123
728,KGLR,"Gaylord, Otsego County Airport",MI,E,y,45.024,-84.678,1332.02
729,KGLS,"Galveston, Scholes Field",TX,C,y,29.27,-94.87,6.0
730,KGLW,Glasgow Municipal Airport,KY,C,y,36.963,-85.946,715.223
731,KGLY,Clinton Memorial Airport,MO,C,y,38.3566,-93.6842,823.0
732,KGMJ,Grove Municipal Airport,OK,C,y,36.605,-94.738,833.333
733,KGMU,Greenville Downtown Airport,SC,E,y,34.85,-82.35,1047.9
734,KGNA,The Bay of Grand Marais,MN,C,y,47.75,-90.34,610.236
735,KGNC,Gaines County Airport,TX,C,y,32.667,-102.65,3313.65
736,KGNR,Greenville,ME,E,y,45.462,-69.595,1036.74
737,KGNT,Grants-Milan Municipal Airport,NM,M,y,35.18,-107.9,6520.01
738,KGNV,Gainesville Regional Airport,FL,E,y,29.68,-82.27,133.858
739,KGOK,Guthrie-Edmond Regional Airport,OK,C,y,35.85,-97.42,1072.83
740,KGON,Groton / New London Airport,CT,E,y,41.33,-72.05,9.843
741,KGOP,Gatesville,TX,C,y,31.417,-97.783,905.512
742,KGOV,Grayling AAF Airport,MI,E,y,44.68,-84.72,1158.14
743,KGPM,Grand Prairie Municipal Airport,TX,C,y,32.699,-97.047,590.551
744,KGPT,Gulfport-Biloxi Regional Airport,MS,C,y,30.4,-89.07,29.528
745,KGPZ,Grand Rapids Automatic Weather Observing/Reporting,MN,C,y,47.23,-93.52,1354.99
746,KGRB,"Green Bay, Austin Straubel International Airport",WI,C,y,44.48,-88.13,699.147
747,KGRD,Greenwood County Airport,SC,E,y,34.233,-82.15,629.921
748,KGRF,Fort Lewis/Gray Aaf,WA,P,y,47.09,-122.58,301.837
749,KGRI,"Grand Island, Central Nebraska Regional Airport",NE,C,y,40.98,-98.32,1859.91
750,KGRK,Killeen - Robert Gray International Airport,TX,C,y,31.067,-97.833,1023.95
751,KGRR,"Grand Rapids, Gerald R. Ford International Airport",MI,E,y,42.89,-85.52,792.979
752,KGSB,Seymour-Johnson Air Force Base,NC,E,y,35.34,-77.97,82.021
753,KGSH,Goshen Municipal Airport,IN,E,y,41.53,-85.79,827.1
754,KGSM,Ship Shoal 207A,LA,C,y,28.533,-90.983,3.281
755,KGSO,"Greensboro, Piedmont Triad International Airport",NC,E,y,36.01,-79.95,901.903
756,KGSP,"Greer, Greenville-Spartanburg Airport",SC,E,y,34.91,-82.22,957.021
757,KGTB,Fort Drum / Wheeler-Sack U. S. Army Airfield,NY,E,y,44.05,-75.74,679.134
758,KGTF,Great Falls Intl Airport,MT,M,y,47.47,-111.38,3687.99
759,KGTR,Golden Tri Automatic Weather Observing / Reporting,MS,C,y,33.46,-88.58,262.467
760,KGTU,Georgetown Automatic Weather Observing / Reporting,TX,C,y,30.69,-97.69,787.402
761,KGUC,Gunnison Co. (awos),CO,M,y,38.55,-106.92,7673.88
762,KGUP,Gallup Muni/Clarke,NM,M,y,35.53,-108.78,6465.88
763,KGUS,Grissom Air Force Base / Peru,IN,E,y,40.65,-86.15,830.052
764,KGUY,Guymon / Guymon Municipal Airport,OK,C,y,36.69,-101.51,3123.36
765,KGVL,"Gainesville, Gilmer Memorial Airport",GA,E,y,34.26,-83.83,1276.25
766,KGVT,Greenville / Majors,TX,C,y,33.08,-96.07,534.777
767,KGWB,DeKalb County Airport,IN,E,Y,41.4,-84.99,817.0
768,KGWO,Greenwood-LeFlore Airport,MS,C,y,33.51,-90.08,154.856
769,KGWW,Goldsboro-Wayne Muni Airport,NC,E,y,35.46,-77.96,134.514
770,KGXY,Greeley/Weld (awos),CO,M,y,40.43,-104.63,4658.79
771,KGYB,Giddings-Lee County Airport,TX,C,y,30.1693,-96.98,485.0
772,KGYH,Donaldson Center Airport,SC,E,y,34.75,-82.367,954.724
773,KGYI,North Texas Regional Airport,TX,C,y,33.73,-96.67,748.031
774,KGYL,Glencoe Municipal Airport,MN,C,y,44.757,-94.082,990.814
775,KGYR,Goodyear Municipal,AZ,M,n,33.42,-112.39,967.848
776,KGYX,Portland,ME,E,y,43.883,-70.25,82.021
777,KGYY,Gary Chicago International,IN,C,y,41.62,-87.42,606.955
778,KGZH,"Evergreen, Middleton Field",AL,C,y,31.42,-87.04,255.906
779,KH08,High Island 264C,LA,C,y,28.467,-93.733,98.425
780,KHAE,Hannibal Regional Airport,MO,C,y,39.7252,-91.4439,769.0
781,KHAI,Three Rivers Municipal Dr Haines Airport,MI,C,y,41.959,-85.59,824.147
782,KHAO,"Hamilton, Butler County Regional Airport",OH,E,y,39.36,-84.52,633.202
783,KHBG,"Hattiesburg, Bobby L Chain Municipal Airport",MS,C,y,31.27,-89.25,150.919
784,KHBI,Asheboro Municipal Airport,NC,E,y,35.65,-79.9,672.572
785,KHBR,Hobart Municipal Airport,OK,C,y,35.01,-99.05,1569.88
786,KHBV,Jim Hogg County Airport,TX,C,y,27.333,-98.733,662.73
787,KHCD,Hutchinson Automatic Weather Observing / Reporting,MN,C,y,44.87,-94.39,1059.71
788,KHCO,Hallock Municipal Airport,MN,C,y,48.79,-96.95,820.21
789,KHDC,Hammond Municipal Airport,LA,C,y,30.52,-90.42,42.651
790,KHDE,Brewster Field Airport,NE,C,y,40.45,-99.33,2309.71
791,KHDN,Hayden/Yampa (awos),CO,M,y,40.51,-107.25,6601.05
792,KHDO,Hondo Municipal Airport,TX,C,y,29.36,-99.16,919.948
793,KHEF,Manassas Municipal Automatic Weather Observing,VA,E,y,38.72,-77.52,193.57
794,KHEI,Hettinger Municipal Airport,ND,M,y,46.0,-102.65,2703.41
795,KHEQ,Holyoke Airport,CO,M,y,40.5694,-102.273,3703.0
796,KHEY,Hanchey Army Heliport (Fort Rucker),AL,C,y,31.346,-86.654,317.0
797,KHEZ,Natchez / Hardy Automatic Weather Observing/Report,MS,C,y,31.62,-91.25,272.31
798,KHFD,Hartford-Brainard Airport,CT,E,y,41.73,-72.65,20.013
799,KHFF,Mackall U. S. Army Airfield,NC,E,y,35.033,-79.5,377.297
800,KHFJ,Monett Municipal Airport,MO,C,Y,36.9062,-94.0128,1314.0
801,KHGR,Hagerstown Regional Airport,MD,E,y,39.71,-77.73,721.785
802,KHHF,Hemphill County Airport,TX,C,y,35.895,-100.404,2395.01
803,KHHR,Hawthorne Municipal,CA,P,y,33.93,-118.34,68.898
804,KHIB,Chisholm-Hibbing Airport,MN,C,y,47.39,-92.85,1347.11
805,KHIE,"Whitefield, Mount Washington Regional Airport",NH,E,y,44.36,-71.53,1072.83
806,KHIF,Ogden/Hill AFB,UT,M,y,41.12,-111.97,4799.87
807,KHIO,Portland/Hillsboro,OR,P,y,45.54,-122.95,203.412
808,KHJH,Hebron Municipal Airport,NE,C,y,40.152,-97.587,1466.54
809,KHJO,Hanford,CA,P,y,36.318,-119.629,246.063
810,KHKA,Blytheville Municipal Airport,AR,C,y,35.94,-89.83,255.906
811,KHKS,"Jackson, Hawkins Field Airport",MS,C,y,32.33,-90.22,341.207
812,KHKY,Hickory Regional Airport,NC,E,y,35.76,-81.38,1165.03
813,KHLC,Hill City Municipal Airport,KS,C,y,39.39,-99.83,2187.99
814,KHLG,Wheeling Ohio County Airport,WV,E,y,40.17,-80.65,1179.13
815,KHLN,Helena Regional,MT,M,y,46.61,-112.0,3828.08
816,KHLR,Fort Hood,TX,C,y,31.15,-97.717,918.963
817,KHLX,Hillsville,VA,E,y,36.77,-80.82,2736.22
818,KHMN,Holloman AFB,NM,M,y,32.86,-106.1,4094.49
819,KHMS,Hanford,WA,P,y,46.58,-119.58,731.627
820,KHNB,Huntingburg,IN,C,y,38.26,-86.95,528.215
821,KHND,Las Vegas-Henderson Airport,NV,P,y,35.976,-115.133,2457.35
822,KHNR,Harlan Municipal Airport,IA,C,y,41.584,-95.34,1230.31
823,KHNZ,Henderson-Oxford Airport,NC,E,y,36.36,-78.53,528.215
824,KHOB,Hobbs/Lea Co.,NM,M,y,32.69,-103.2,3654.86
825,KHOE,Homerville Airport,GA,E,y,31.0559,-82.7741,186.0
826,KHON,Huron Regional Airport,SD,C,y,44.39,-98.22,1280.84
827,KHOP,Fort Campbell U. S. Army Airfield,KY,C,y,36.669,-87.496,561.024
828,KHOT,"Hot Springs, Memorial Field Airport",AR,C,y,34.48,-93.1,554.462
829,KHOU,Houston Hobby Airport,TX,C,y,29.65,-95.28,84.974
830,KHPN,"White Plains, Westchester County Airport",NY,E,y,41.08,-73.72,399.934
831,KHQM,Hoquiam/Bowerman,WA,P,y,46.98,-123.97,12.139
832,KHQU,Thomson-McDuffie County Airport,GA,E,y,33.53,-82.516,498.688
833,KHQZ,Mesquite Metro Airport,TX,C,y,32.747,-96.53,446.194
834,KHRI,Hermiston (was S22),OR,P,y,45.826,-119.261,639.764
835,KHRJ,"Erwin, Harnett County Airport",NC,E,y,35.38,-78.73,196.85
836,KHRL,"Harlingen, Rio Grande Valley International Airport",TX,C,y,26.23,-97.67,34.121
837,KHRO,"Harrison, Boone County Airport",AR,C,y,36.28,-93.15,1105.97
838,KHRT,Hurlburt Field,FL,E,y,30.43,-86.68,39.042
839,KHRX,Hereford Municipal Airport,TX,C,y,34.86,-102.33,3785.0
840,KHSB,Harrisburg-Raleigh Airport,IL,C,y,37.82,-88.55,396.982
841,KHSE,"Hatteras, Mitchell Field",NC,E,y,35.23,-75.62,9.843
842,KHSI,Hastings Municipal Airport,NE,C,y,40.61,-98.43,1955.38
843,KHSP,Hot Springs / Ingalls,VA,E,y,37.96,-79.82,3792.65
844,KHSS,Hot Springs Aviation Weather Reporting Station,NC,E,y,35.9,-82.817,1479.66
845,KHST,Homestead Air Force Base,FL,E,y,25.48,-80.38,9.843
846,KHSV,Huntsville International / Jones Field,AL,C,y,34.66,-86.77,624.016
847,KHTH,Hawthorne Municipal Airport,NV,P,y,38.55,-118.633,4215.88
848,KHTL,"Houghton Lake, Roscommon County Airport",MI,E,y,44.38,-84.68,1150.92
849,KHTO,East Hampton Airport,NY,E,y,40.98,-72.25,55.774
850,KHTS,"Huntington, Tri-State Airport",WV,E,y,38.38,-82.55,830.052
851,KHUA,Redstone Army Airfield,AL,C,y,34.683,-86.683,685.696
852,KHUF,Terre Haute International Airport,IN,E,y,39.46,-87.3,575.131
853,KHUL,Houlton International Airport,ME,E,y,46.14,-67.78,492.126
854,KHUM,Houma-Terrebonne,LA,C,y,29.57,-90.67,9.843
855,KHUT,Hutchinson Municipal Airport,KS,C,y,38.08,-97.87,1521.98
856,KHVN,New Haven/Tweed,CT,E,y,41.28,-72.88,5.906
857,KHVR,Havre (amos),MT,M,y,48.55,-109.77,2584.97
858,KHVS,Hartsville Regional Airport,SC,E,Y,34.4031,-80.1192,364.0
859,KHWD,Hayward Air Term,CA,P,y,37.66,-122.12,45.932
860,KHWO,"Hollywood, North Perry Airport",FL,E,y,26.0,-80.24,6.562
861,KHWV,"Shirley, Brookhaven Airport",NY,E,y,40.817,-72.867,82.021
862,KHXD,Hilton Head Airport,SC,E,y,32.232,-80.7,0.0
863,KHYA,"Hyannis, Barnstable Municipal-Boardman Airport",MA,E,y,41.68,-70.28,55.774
864,KHYI,San Marcos Municipal Airport,TX,C,y,29.9,-97.87,597.113
865,KHYR,Hayward Municipal Airport,WI,C,y,46.16,-91.45,1213.91
866,KHYS,Hays Municipal Automatic Weather Observing/Report,KS,C,y,38.86,-99.27,1998.03
867,KHYW,Conway-Horry County Airport,SC,E,y,33.8285,-79.1222,35.0
868,KHYX,Saginaw County H.W. Browne Airport,MI,E,y,43.433,-83.862,600.394
869,KHZX,Isedor Iverson Airport,MN,C,y,46.617,-93.317,1227.03
870,KHZY,Ashtabula County Airport,OH,E,y,41.779,-80.697,921.916
871,KI16,Kee Field Airport,KY,E,y,37.6,-81.559,1784.78
872,KI39,Madison Airport,KY,E,y,37.6308,-84.3323,1002.0
873,KI75,Osceola Municipal Airport,IA,C,y,41.0522,-93.6597,1109.0
874,KIAB,McConnell Air Force Base,KS,C,y,37.617,-97.267,1388.12
875,KIAD,Washington-Dulles International Airport,VA,E,y,38.96,-77.45,290.026
876,KIAG,Niagara Falls International Airport,NY,E,y,43.11,-78.95,590.879
877,KIAH,Houston Intercontinental Airport,TX,C,y,29.97,-95.35,95.144
878,KIBM,Kimball Municipal Airport,NE,M,y,41.188,-103.677,4924.54
879,KICL,Clarinda,IA,C,y,40.72,-95.03,994.094
880,KICR,Winner Regional Airport,SD,C,y,43.38,-99.85,2040.68
881,KICT,Wichita Mid-Continent Airport,KS,C,y,37.66,-97.43,1319.88
882,KIDA,Idaho Falls/Fanning,ID,M,y,43.53,-112.07,4729.0
883,KIDI,Indiana / Stewart Field,PA,E,y,40.63,-79.1,1407.48
884,KIEN,Pine Ridge Airport,SD,M,y,43.01,-102.51,3330.05
885,KIER,Natchitoches Regional Airport,LA,C,y,31.733,-93.1,121.391
886,KIFA,Iowa Falls Municipal Airport,IA,C,y,42.4708,-93.27,1137.0
887,KIFP,Bull Head City,AZ,M,n,35.1575,-114.559,547.9
888,KIGM,Kingman (amos),AZ,M,n,35.28,-113.95,3389.11
889,KIGQ,Lansing Municipal Airport,IL,C,y,41.53,-87.53,616.798
890,KIGX,"Chapel Hill, Williams Airport",NC,E,y,35.94,-79.07,508.53
891,KIIB,Independence Muni Airport,IA,C,y,42.454,-91.948,977.69
892,KIIY,Washington-Wilkes County Airport,GA,E,y,33.78,-82.82,646.325
893,KIJD,"Willimantic, Windham Airport",CT,E,y,41.75,-72.18,249.344
894,KIJX,Jacksonville Municipal Airport,IL,C,y,39.78,-90.23,623.36
895,KIKK,Greater Kankakee Airport,IL,C,y,41.07,-87.85,646.325
896,KIKV,Ankeny Regional Airport,IA,C,y,41.69,-93.57,902.231
897,KIKW,Jack Barstow Airport,MI,E,Y,43.6629,-84.2613,635.0
898,KILE,Killeen - Skylark Field,TX,C,y,31.09,-97.69,846.457
899,KILG,"Wilmington, New Castle County Airport",DE,E,y,39.68,-75.6,74.147
900,KILL,Willmar / Rice Automatic Weather Observing/Report,MN,C,y,45.11,-95.09,1131.89
901,KILM,"Wilmington, New Hanover International Airport",NC,E,y,34.28,-77.92,45.932
902,KILN,"Wilmington, Airborne Airpark Airport",OH,E,y,39.43,-83.8,1077.1
903,KIML,Imperial Municipal Airport,NE,M,y,40.54,-101.63,3273.95
904,KIMT,"Iron Mountain / Kingsford, Ford Airport",MI,C,y,45.81,-88.11,1181.1
905,KIND,Indianapolis International Airport,IN,E,y,39.73,-86.27,810.039
906,KINJ,Hillsboro Municipal Airport,TX,C,y,32.083,-97.097,685.696
907,KINK,Winkler County Airport,TX,C,y,31.79,-103.2,2807.09
908,KINL,Falls International Airport,MN,C,y,48.58,-93.38,1179.13
909,KINS,"Creech AFB, Indian Springs",NV,P,y,36.583,-115.667,3133.2
910,KINT,"Winston Salem, Smith Reynolds Airport",NC,E,y,36.13,-80.22,970.144
911,KINW,Winslow (aut),AZ,M,n,35.03,-110.73,4881.89
912,KIOW,Iowa City Municipal Airport,IA,C,y,41.633,-91.543,649.934
913,KIPJ,Lincolnton-Lincoln County Regional Airport,NC,E,y,35.483,-81.167,875.984
914,KIPL,Imperial,CA,P,y,32.84,-115.57,-55.774
915,KIPT,Williamsport-Lycoming County Airport,PA,E,y,41.26,-76.92,520.013
916,KIRK,Kirksville Regional Airport,MO,C,y,40.11,-92.55,971.129
917,KIRS,"Sturgis, Kirsch Municipal Airport",MI,E,y,41.81,-85.44,925.197
918,KISM,"Orlando, Kissimmee Municipal Airport",FL,E,y,28.29,-81.437,82.021
919,KISN,"Williston, Sloulin Field International Airport",ND,C,y,48.16,-103.6,1902.89
920,KISO,Kinston / Stallings,NC,E,y,35.33,-77.63,95.144
921,KISP,"Islip, Long Island Mac Arthur Airport",NY,E,y,40.8,-73.1,83.99
922,KISQ,"Manistique, Schoolcraft County Airport",MI,E,y,45.97,-86.17,685.696
923,KISW,"Wisconsin Rapids, Alexander Field So. Wood County",WI,C,y,44.36,-89.83,1010.5
924,KITH,Ithaca / Tompkins County,NY,E,y,42.48,-76.47,1099.08
925,KITR,Burlington,CO,M,y,39.24,-102.29,4215.88
926,KIWA,Williams AFB/Chandl,AZ,M,n,33.3,-111.67,1352.03
927,KIWD,Ironwood Automatic Weather Observing / Reporting,MI,C,y,46.54,-90.13,1230.31
928,KIWI,Wiscasset Airport,ME,E,y,43.95,-69.7,68.898
929,KIXA,Halifax-Northampton County Regional Airport,NC,E,y,36.3298,-77.6352,145.0
930,KIXD,"Olathe, New Century Aircenter",KS,C,y,38.83,-94.89,1086.94
931,KIYK,Inyokern,CA,P,y,35.66,-117.83,2457.35
932,KIZA,Santa Ynez Airport,CA,P,y,34.6,-120.067,672.572
933,KIZG,"Fryeburg, Eastern Slopes Regional Airport",ME,E,y,43.98,-70.95,449.475
934,KJAC,Jackson Hole Airport,WY,M,y,43.61,-110.73,6614.17
935,KJAN,Jackson International Airport,MS,C,y,32.33,-90.08,310.039
936,KJAS,Jasper,TX,C,y,30.89,-94.03,213.255
937,KJAX,Jacksonville International Airport,FL,E,y,30.43,-81.7,39.042
938,KJBR,Jonesboro Municipal Airport,AR,C,y,35.83,-90.65,269.029
939,KJCT,"Junction, Kimble County Airport",TX,C,y,30.5,-99.77,1709.97
940,KJDD,Wood County Airport,TX,C,y,32.742,-95.496,434.0
941,KJDN,Jordan (ramos),MT,M,y,47.33,-106.93,2660.76
942,KJEF,Jefferson City Memorial Airport,MO,C,y,38.59,-92.16,547.9
943,KJER,Jerome County Airport,ID,M,y,42.728,-114.453,4045.28
944,KJES,Jesup-Wayne County Airport,GA,E,y,31.554,-81.8825,107.0
945,KJFK,New York/John F. Kennedy Intl Airport,NY,E,y,40.66,-73.78,25.919
946,KJFZ,Richlands Tazewell County Airport,VA,E,y,37.064,-81.798,2650.92
947,KJGG,Williamsburg-Jamestown Airport,VA,E,y,37.233,-76.717,49.213
948,KJHW,Jamestown Automatic Weather Observing / Reporting,NY,E,y,42.16,-79.25,1722.44
949,KJKA,Jack Edwards Airport,AL,C,y,30.2896,-87.6718,17.0
950,KJKJ,Moorhead Municipal Airport,MN,C,y,46.84,-96.66,918.635
951,KJKL,Julian Carroll Airport,KY,E,y,37.6,-83.32,1365.16
952,KJLN,Joplin Regional Airport,MO,C,y,37.18,-94.5,981.955
953,KJMR,Mora Municipal Airport,MN,C,y,45.89,-93.27,1013.78
954,KJMS,Jamestown Municipal Airport,ND,C,y,46.93,-98.68,1492.13
955,KJNW,Newport,OR,P,y,44.583,-124.067,157.48
956,KJNX,"Smithfield, Johnston County Airport",NC,E,y,35.541,-78.39,164.042
957,KJOT,Joliet Park district,IL,C,y,41.52,-88.18,594.16
958,KJQF,Concord Regional Airport,NC,E,y,35.39,-80.71,708.661
959,KJSO,Cherokee County Airport,TX,C,y,31.869,-95.217,675.853
960,KJST,Johnstown-Cambria County Airport,PA,E,y,40.33,-78.83,2279.86
961,KJSV,Sallisaw Municipal Airport,OK,C,y,35.44,-94.8,528.215
962,KJVL,Janesville / Rock County,WI,C,y,42.62,-89.03,807.087
963,KJWG,Watonga Airport,OK,C,y,35.86,-98.42,1548.56
964,KJWY,Midlothian-Waxahachie Midway Airport,TX,C,y,32.456,-96.912,711.942
965,KJXI,Fox Stephens Field - Gilmer Municipal Airport,TX,C,y,32.699,-94.948,415.0
966,KJXN,Jackson County-Reynolds Field Airport,MI,E,y,42.27,-84.47,998.031
967,KJYG,St. James Municipal Airport,MN,C,y,43.99,-94.56,1066.27
968,KJYL,Plantation Airpark,GA,E,y,32.645,-81.596,187.008
969,KJYM,Hillsdale Municipal Airport,MI,E,y,41.921,-84.586,1181.1
970,KJYO,Leesburg / Godfrey,VA,E,y,39.08,-77.57,390.42
971,KJYR,York Municipal Airport,NE,C,y,40.9,-97.62,1669.95
972,KK46,Blair Municipal Airport,NE,C,y,41.4181,-96.1136,1325.0
973,KKLS,Kelso-Longview AWOS,WA,P,y,46.117,-122.9,16.076
974,KL35,Big Bear City Airport,CA,P,y,34.27,-116.85,2057.0
975,KLAA,Lamar,CO,M,y,38.07,-102.68,3704.07
976,KLAF,"Lafayette, Purdue University Airport",IN,E,y,40.43,-86.93,623.031
977,KLAL,Lakeland Regional,FL,E,y,28.04,-81.95,144.357
978,KLAM,Los Alamos Airport,NM,M,y,35.883,-106.283,7171.92
979,KLAN,"Lansing, Capital City Airport",MI,E,y,42.78,-84.6,840.879
980,KLAR,Laramie/Gen. Brees,WY,M,y,41.33,-105.68,7266.08
981,KLAS,Las Vegas/Mccarran,NV,P,y,36.0789,-115.155,2162.07
982,KLAW,Lawton-Fort Sill Regional Airport,OK,C,y,34.57,-98.42,1108.92
983,KLAX,Los Angeles Intl Airport,CA,P,y,33.94,-118.4,125.0
984,KLBB,Lubbock International Airport,TX,C,y,33.66,-101.82,3214.9
985,KLBE,Latrobe/Westmoreland,PA,E,y,40.29,-79.4,1213.91
986,KLBF,North Platte Regional Airport,NE,C,y,41.14,-100.68,2778.87
987,KLBL,Liberal Municipal Automatic Weather Observing,KS,C,y,37.05,-100.97,2956.04
988,KLBR,Clarksville,TX,C,y,33.593,-95.064,439.633
989,KLBT,Lumberton Municipal Airport,NC,E,y,34.61,-79.06,125.984
990,KLBX,"Angleton / Lake Jackson, Brazoria County Airport",TX,C,y,29.12,-95.47,26.247
991,KLCG,Wayne Municipal Airport,NE,C,y,42.242,-96.981,1430.45
992,KLCH,Lake Charles Regional Airport,LA,C,y,30.12,-93.22,15.092
993,KLCI,Laconia Municipal Automatic Weather Observing,NH,E,y,43.58,-71.43,544.619
994,KLCK,Rickenbacker Air National Guard Base,OH,E,y,39.83,-82.93,754.921
995,KLDM,"Ludington, Mason County Airport",MI,E,y,43.96,-86.41,646.325
996,KLEB,Lebanon Municipal Airport,NH,E,y,43.63,-72.3,597.0
997,KLEE,Leesburg International Airport,FL,E,y,28.82,-81.81,76.0
998,KLEW,Auburn-Lewiston,ME,E,y,44.05,-70.29,288.714
999,KLEX,"Lexington, Blue Grass Airport",KY,E,y,38.05,-84.6,980.971
1000,KLFI,Langley Air Force Base,VA,E,y,37.09,-76.35,9.843
1001,KLFK,"Lufkin, Angelina County Airport",TX,C,y,31.23,-94.75,280.84
1002,KLFT,Lafayette Regional Airport,LA,C,y,30.2,-92.0,38.058
1003,KLGA,"New York, La Guardia Airport",NY,E,y,40.78,-73.88,11.155
1004,KLGB,Long Beach Airport,CA,P,y,33.83,-118.15,24.934
1005,KLGC,La Grange-Callawy Airport,GA,E,y,33.009,-85.073,692.257
1006,KLGD,La Grande (awos),OR,P,y,45.283,-118.0,2712.93
1007,KLGU,Logan-Cache Airport,UT,M,y,41.79,-111.85,4455.38
1008,KLHB,Hearne Municipal Airport,TX,C,y,30.872,-96.622,285.433
1009,KLHQ,"Lancaster, Fairfield County Airport",OH,E,y,39.75,-82.67,866.142
1010,KLHW,Ft. Stewart,GA,E,y,31.88,-81.57,45.932
1011,KLHX,La Junta Municipal,CO,M,y,38.05,-103.52,4203.08
1012,KLHZ,Louisburg,NC,E,y,36.023,-78.33,370.735
1013,KLIC,Limon Municipal,CO,M,y,39.26,-103.66,5562.01
1014,KLIT,"Little Rock, Adams Field",AR,C,y,34.73,-92.23,275.919
1015,KLJF,Litchfield Municipal Airport,MN,C,y,45.14,-94.52,1138.45
1016,KLKU,Louisa County / Freeman Field Airport,VA,E,y,38.011,-77.978,492.126
1017,KLKV,Lakeview (awos),OR,P,y,42.19,-120.35,4727.69
1018,KLLJ,Challis (amos),ID,M,y,44.523,-114.215,5072.18
1019,KLLQ,Monticello Municipal Airport,AR,C,y,33.64,-91.75,118.11
1020,KLMO,Vance Brand Airport,CO,M,y,40.1643,-105.164,5055.0
1021,KLMT,Klamath Falls/Kings,OR,P,y,42.16,-121.73,4083.99
1022,KLNC,Lancaster Airport,TX,C,y,32.579,-96.719,501.969
1023,KLND,Lander/Hunt Field,WY,M,y,42.83,-108.73,5557.09
1024,KLNK,Lincoln Municipal Airport,NE,C,y,40.86,-96.75,1184.06
1025,KLNL,Kings Land O Lakes Airport,WI,C,y,46.15,-89.217,1706.04
1026,KLNP,Wise / Lonesome Pine,VA,E,y,36.98,-82.53,2680.45
1027,KLNR,"Lone Rock, Tri-County Regional Airport",WI,C,y,43.21,-90.18,719.16
1028,KLNS,Lancaster Airport,PA,E,y,40.12,-76.3,413.386
1029,KLOL,Lovelock/Derby Fld,NV,P,y,40.0664,-118.565,3899.93
1030,KLOM,Wings Field Airport,PA,E,y,40.138,-75.265,301.837
1031,KLOT,"Chicago/Romeoville, Lewis University Airport",IL,C,y,41.61,-88.1,757.874
1032,KLOU,"Louisville, Bowman Field Airport",KY,E,y,38.23,-85.67,540.026
1033,KLOZ,London-Corbin Airport-Magee Field,KY,E,y,37.09,-84.04,1206.04
1034,KLPC,Lompoc (awos),CA,P,y,34.67,-120.47,88.583
1035,KLPR,Lorain County Regional Airport,OH,E,y,41.346,-82.179,793.963
1036,KLRD,Laredo International Airport,TX,C,y,27.54,-99.47,508.53
